t y(t)
25.1503006012 11.5849067741
25.250501002 11.5451723552
25.3507014028 11.4432916051
25.4509018036 11.2831068052
25.5511022044 11.0708162043
25.6513026052 10.8147343556
25.751503006 10.5249664871
25.8517034068 10.2130096588
25.9519038076 9.89129645216
26.0521042084 9.57269930756
26.1523046092 9.27001527975
26.25250501 8.99545184111
26.3527054108 8.76013440133
26.4529058116 8.57365541672
26.5531062124 8.44368336574
26.6533066132 8.37564753007
26.753507014 8.37251153296
26.8537074148 8.43464506759
26.9539078156 8.55979933649
27.0541082164 8.74318757509
27.1543086172 8.97766781384
27.254509018 9.25402091369
27.3547094188 9.56131305505
27.4549098196 9.88732842628
27.5551102204 10.2190549848
27.6553106212 10.5432039684
27.755511022 10.8467424085
27.8557114228 11.117417299
27.9559118236 11.3442503332
28.0561122244 11.5179832295
28.1563126253 11.6314555781
28.2565130261 11.679899791
28.3567134269 11.661141013
28.4569138277 11.5756936249
28.5571142285 11.4267501007
28.6573146293 11.220062285
28.7575150301 10.9637194847
28.8577154309 10.6678319258
28.9579158317 10.3441319614
29.0581162325 10.0055087635
29.1583166333 9.66549495505
29.2585170341 9.33772563732
29.3587174349 9.035391444
29.4589178357 8.77070756743
29.5591182365 8.55442013642
29.6593186373 8.39536989637
29.7595190381 8.30013090827
29.8597194389 8.27273902927
29.9599198397 8.31452138056
30.0601202405 8.42403398924
30.1603206413 8.59711046987
30.2605210421 8.82702016051
30.3607214429 9.10472972648
30.4609218437 9.41925806955
30.5611222445 9.75811059883
30.6613226453 10.1077756868
30.7615230461 10.4542635794
30.8617234469 10.7836662612
30.9619238477 11.0827158626
31.0621242485 11.3393191845
31.1623246493 11.5430468021
31.2625250501 11.6855569618
31.3627254509 11.7609370447
31.4629258517 11.7659486216
31.5631262525 11.7001659535
31.6633266533 11.5660020381
31.7635270541 11.3686208
31.8637274549 11.1157385889
31.9639278557 10.8173226072
32.0641282565 10.4851980479
32.1643286573 10.1325794311
32.2645290581 9.77354471342
32.3647294589 9.422473106
32.4649298597 9.09346905515
32.5651302605 8.79979546626
32.6653306613 8.55333895124
32.7655310621 8.36412866406
32.8657314629 8.23992820326
32.9659318637 8.18591718629
33.0661322645 8.20447555061
33.1663326653 8.29507955205
33.2665330661 8.45431397312
33.3667334669 8.67600040255
33.4669338677 8.95143678649
33.5671342685 9.26973897046
33.6673346693 9.61827082873
33.7675350701 9.98314598154
33.8677354709 10.349781176
33.9679358717 10.7034792735
34.0681362725 11.0300185325
34.1683366733 11.3162245555
34.2685370741 11.5505018918
34.3687374749 11.7233038462
34.4689378758 11.8275214535
34.5691382766 11.8587757762
34.6693386774 11.8156015109
34.7695390782 11.6995142212
34.869739479 11.514958162
34.9699398798 11.2691364454
35.0701402806 10.9717300251
35.1703406814 10.6345164581
35.2705410822 10.2709034573
35.370741483 9.89539570883
35.4709418838 9.52301616293
35.5711422846 9.16870489013
35.6713426854 8.84671956387
35.7715430862 8.57006163085
35.871743487 8.34995126777
35.9719438878 8.19537232977
36.0721442886 8.1127057458
36.1723446894 8.10546631786
36.2725450902 8.1741537727
36.372745491 8.31622435907
36.4729458918 8.52618446342
36.5731462926 8.79580282386
36.6733466934 9.11443315352
36.7735470942 9.46943453079
36.873747495 9.84667295624
36.9739478958 10.2310841733
37.0741482966 10.6072753372
37.1743486974 10.9601414971
37.2745490982 11.2754721974
37.374749499 11.5405238322
37.4749498998 11.7445346991
37.5751503006 11.8791619327
37.6753507014 11.9388225795
37.7755511022 11.9209248743
37.875751503 11.8259801465
37.9759519038 11.6575905511
38.0761523046 11.4223127872
38.1763527054 11.1294029435
38.2765531062 10.7904523957
38.376753507 10.4189290756
38.4769539078 10.0296422678
38.5771543086 9.63815220492
38.6773547094 9.26014800382
38.7775551102 8.9108188143
38.877755511 8.60424339122
38.9779559118 8.35282262506
39.0781563126 8.16677790646
39.1783567134 8.05373561734
39.2785571142 8.01841463782
39.378757515 8.06242966826
39.4789579158 8.18421855158
39.5791583166 8.37909682716
39.6793587174 8.63943765092
39.7795591182 8.95497018208
39.879759519 9.31318476671
39.9799599198 9.69982893399
40.0801603206 10.099474538
40.1803607214 10.496133474
40.2805611222 10.873897393
40.380761523 11.2175758146
40.4809619238 11.5133070385
40.5811623246 11.7491172826
40.6813627255 11.9154054919
40.7815631263 12.005334189
40.8817635271 12.0151104571
40.9819639279 11.9441455152
41.0821643287 11.7950861869
41.1823647295 11.573716688
41.2825651303 11.2887343544
41.3827655311 10.9514079996
41.4829659319 10.575132319
41.5831663327 10.1748959609
41.6833667335 9.76668439097
41.7835671343 9.36684134128
41.8837675351 8.99141435648
41.9839679359 8.65551064603
42.0841683367 8.37268910235
42.1843687375 8.15441295547
42.2845691383 8.00958516052
42.3847695391 7.94418534863
42.4849699399 7.96102314243
42.5851703407 8.05961800506
42.6853707415 8.2362107399
42.7855711423 8.48390649006
42.8857715431 8.79294381148
42.9859719439 9.15107932424
43.0861723447 9.54407278622
43.1863727455 9.95625336995
43.2865731463 10.371144622
43.3867735471 10.7721231777
43.4869739479 11.1430848941
43.5871743487 11.4690917018
43.6873747495 11.7369731943
43.7875751503 11.9358587216
43.8877755511 12.0576184936
43.9879759519 12.0971957934
44.0881763527 12.0528167309
44.1883767535 11.9260688449
44.2885771543 11.7218451039
44.3887775551 11.4481552456
44.4889779559 11.1158117201
44.5891783567 10.7380025467
44.6893787575 10.329767959
44.7895791583 9.90740160811
44.8897795591 9.48780016512
44.9899799599 9.08778729014
45.0901803607 8.72343901736
45.1903807615 8.40943761151
45.2905811623 8.15847986879
45.3907815631 7.98076370933
45.4909819639 7.88357382158
45.5911823647 7.87098319246
45.6913827655 7.94368274691
45.7915831663 8.09894620981
45.8917835671 8.33073189599
45.9919839679 8.62991764694
46.0921843687 8.98465978485
46.1923847695 9.38086196143
46.2925851703 9.80273534144
46.3927855711 10.2334278579
46.4929859719 10.6556974573
46.5931863727 11.0526024364
46.6933867735 11.4081812264
46.7935871743 11.7080943468
46.8937875752 11.9402027062
46.993987976 12.0950589294
47.0941883768 12.1662918209
47.1943887776 12.150868326
47.2945891784 12.0492222215
47.3947895792 11.8652440952
47.49498998 11.6061327215
47.5951903808 11.2821134972
47.6953907816 10.9060349478
47.7955911824 10.4928592232
47.8957915832 10.059066789
47.995991984 9.62199899971
48.0961923848 9.19916478377
48.1963927856 8.80753916112
48.2965931864 8.46288170132
48.3967935872 8.17910228835
48.496993988 7.96769971839
48.5971943888 7.83729578941
48.6973947896 7.79328375941
48.7975951904 7.83760550343
48.8977955912 7.96866656853
48.997995992 8.18139281586
49.0981963928 8.46742666949
49.1983967936 8.81545538995
49.2985971944 9.21165848158
49.3987975952 9.64025653951
49.498997996 10.0841397394
49.5991983968 10.5255509351
49.6993987976 10.946796089
49.7995991984 11.3309536107
49.8997995992 11.6625541617
50.0 11.9282036167
